Binomial,Year,cwl,Bill_width.mm.,Longitude_decimal_degrees,Latitude_decimal_degrees
Myrmotherula_axillaris,1999,49.87,7.12,-35.369722,-7.595278
Myrmotherula_axillaris,2011,49.6,,-35.879097,-9.218164
Myrmotherula_axillaris,2010,50,,-40.416611,-20.588944
Myrmotherula_axillaris,2012,50,,-40.422417,-20.588056
Myrmotherula_axillaris,2015,55,10.1,-34.9532021832,-7.9964573463
Myrmotherula_axillaris,2012,47.5,5.9,-35.712064,-8.545119
Myrmotherula_axillaris,2017,55,8.6,-34.9418676147,-8.0024407527
Myrmotherula_axillaris,2010,49.4,,-40.423528,-20.592528
Myrmotherula_axillaris,2010,51,,-40.421322,-20.415332
Myrmotherula_axillaris,2015,51.95,6.9,-35.511148,-7.616534
Myrmotherula_axillaris,2011,48,,-40.410278,-20.602667
Myrmotherula_axillaris,2010,50.8,,-40.424556,-20.591556
Myrmotherula_axillaris,2007,49.6,7.5,-35.884722,-9.216667
Myrmotherula_axillaris,2009,53,,-39.500511,-15.314456
Myrmotherula_axillaris,2010,,,-40.421322,-20.415332
Myrmotherula_axillaris,2012,51.8,6.5,-34.965648,-7.466816
Myrmotherula_axillaris,2012,50,6,-35.712064,-8.545119
Myrmotherula_axillaris,2010,44,,-40.421322,-20.415332
Myrmotherula_axillaris,2004,53,3.8,-42.737667,-22.4084
Myrmotherula_axillaris,2011,51.7,,-40.410611,-20.60252
Myrmotherula_axillaris,2005,53,3.4,-44.120167,-22.990433
Myrmotherula_axillaris,2016,65,10.5,-34.9445366915,-7.9938007267
Myrmotherula_axillaris,2013,42.4,,-40.422194,-20.596194
Myrmotherula_axillaris,2010,,,-40.420636,-20.592037
Myrmotherula_axillaris,2012,48.9,,-35.879097,-9.218164
Myrmotherula_axillaris,2011,54.2,,-40.410944,-20.602444
Myrmotherula_axillaris,2012,51,3.6,-41.645929,-22.26885
Myrmotherula_axillaris,2007,52,7.7,-35.884722,-9.216667
Myrmotherula_axillaris,2010,48.3,,-40.420636,-20.592037
Myrmotherula_axillaris,2002,51.54,7.84,-35.050111,-8.239361
Myrmotherula_axillaris,2008,55,,-38.79888,-12.55468
Myrmotherula_axillaris,2012,50.3,6,-35.715593,-8.515442
Myrmotherula_axillaris,2015,51,4.1,-42.047183,-22.421778
Myrmotherula_axillaris,2010,51,,-40.420636,-20.592037
Myrmotherula_axillaris,2010,49.1,,-40.416611,-20.588944
Myrmotherula_axillaris,2012,49.9,3.7,-34.965648,-7.466816
Myrmotherula_axillaris,2014,36,8.6,-39.28388889,-13.83805556
Myrmotherula_axillaris,2002,52.69,7.13,-35.050111,-8.239361
Myrmotherula_axillaris,2012,51,4.5,-41.646325,-22.26745
Myrmotherula_axillaris,1999,50.14,7.26,-35.505556,-7.588889
Myrmotherula_axillaris,2013,51,7.15,-35.154812,-7.042276
Myrmotherula_axillaris,2014,54,5.2,-40.15262778,-19.03415833
Myrmotherula_axillaris,2013,51.75,6,-35.154812,-7.042276
Myrmotherula_axillaris,1997,51.94,7.34,-35.196222,-8.041028
Myrmotherula_axillaris,2008,51,,-39.500511,-15.314456
Myrmotherula_axillaris,2009,53,9.6,-37.052089,-10.531875
Myrmotherula_axillaris,2013,49.2,,-40.422194,-20.596194
Myrmotherula_axillaris,2004,54,4,-42.737667,-22.4084
Myrmotherula_axillaris,2016,50,7.2,-34.9418676147,-8.0024407527
Myrmotherula_axillaris,2010,50,,-40.423528,-20.592528
Myrmotherula_axillaris,1996,51,,-42.304444,-22.544028
Myrmotherula_axillaris,2011,50,,-40.413521,-20.608861
Myrmotherula_axillaris,2002,52,,-41.664975,-22.276078
Myrmotherula_axillaris,2013,51,,-40.422194,-20.596194
Myrmotherula_axillaris,2017,54,8.3,-34.9418676147,-8.0024407527
Myrmotherula_axillaris,2000,51.31,7.41,-35.864361,-8.98225
Myrmotherula_axillaris,2014,50,3.8,-42.047183,-22.421778
Myrmotherula_axillaris,2012,46.9,,-40.421528,-20.595056
Myrmotherula_axillaris,2011,51.8,,-40.413521,-20.608861
Myrmotherula_axillaris,2015,54,8.9,-34.9532021832,-7.9964573463
Myrmotherula_axillaris,2015,52,4.4,-42.047183,-22.421778
Myrmotherula_axillaris,2012,48.9,,-35.879097,-9.218164
Myrmotherula_axillaris,2000,47.71,7.1,-35.864361,-8.98225
Myrmotherula_axillaris,2010,49.9,,-40.424556,-20.591556
Myrmotherula_axillaris,2010,51.9,,-40.421322,-20.415332
Myrmotherula_axillaris,2011,54,,-40.410252,-20.602917
Myrmotherula_axillaris,2014,52,3.7,-42.047183,-22.421778
Myrmotherula_axillaris,2015,52,3.9,-42.047183,-22.421778
Tiaris_fuliginosus,2008,,,-40.4833,-20
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2002,57,,-44.850694,-23.358056
Tiaris_fuliginosus,1997,92.1,,-48.422847,-25.356797
Tiaris_fuliginosus,2007,,,-43.45,-19.9667
Tiaris_fuliginosus,2006,,,-49.356283,-25.583954
Tiaris_fuliginosus,2010,61.5,,-46.016667,-23.033333
Tiaris_fuliginosus,2002,57.2,,-44.850694,-23.358056
Tiaris_fuliginosus,2010,,,-42.8892,-21.9339
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2012,,,-47.59842,-22.21617
Tiaris_fuliginosus,2011,,,-47.60982,-22.292
Tiaris_fuliginosus,2010,55,12.6,-35.144167,-6.741389
Tiaris_fuliginosus,2010,53,,-46.016667,-23.033333
Tiaris_fuliginosus,1998,92.1,,-48.422847,-25.356797
Tiaris_fuliginosus,2011,,,-47.70173,-22.48051
Tiaris_fuliginosus,2007,,,-42.9522,-19.7086
Tiaris_fuliginosus,1997,91.1,,-48.422847,-25.356797
Tiaris_fuliginosus,2015,60,,-46.289722,-23.90525
Tiaris_fuliginosus,2008,,,-43.4989,-20.0183
Tiaris_fuliginosus,2002,58.7,,-44.850694,-23.358056
Tiaris_fuliginosus,2016,63,,-49.672487,-22.37698
Tiaris_fuliginosus,2010,,,-42.8892,-21.9339
Tiaris_fuliginosus,2008,62,,-39.671433,-14.032333
Tiaris_fuliginosus,2016,40,7.8,-47.403056,-23.24
Tiaris_fuliginosus,2012,,,-47.60982,-22.292
Tiaris_fuliginosus,2015,59,7.6,-49.402289,-22.529975
Tiaris_fuliginosus,2011,,,-43.4719,-19.9972
Tiaris_fuliginosus,2006,60,,-48.46,-23.29
Tiaris_fuliginosus,2011,,,-47.59842,-22.21617
Tiaris_fuliginosus,2016,40,7.4,-47.403056,-23.24
Tiaris_fuliginosus,2016,40,7.4,-47.403056,-23.24
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2011,,,-42.7667,-21.9167
Tiaris_fuliginosus,2008,59,,-39.671433,-14.032333
Tiaris_fuliginosus,2014,,,-43.4714,-19.9975
Tiaris_fuliginosus,2010,52,,-46.016667,-23.033333
Tiaris_fuliginosus,2013,,,-42.2406,-21.9425
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2012,,,-47.60982,-22.292
Tiaris_fuliginosus,2010,58,,-46.016667,-23.033333
Tiaris_fuliginosus,2000,55.49,7.69,-35.85,-9
Tiaris_fuliginosus,2015,60,,-46.289722,-23.90525
Tiaris_fuliginosus,2011,58,12.5,-49.358244,-26.948522
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2006,53.6,7.3,-49.133333,-26.883333
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2011,,,-42.9067,-21.9606
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2002,56.8,,-44.850694,-23.358056
Tiaris_fuliginosus,2006,,,-47.449741,-23.843869
Tiaris_fuliginosus,2011,,,-47.60982,-22.292
Tiaris_fuliginosus,2011,,,-42.9067,-21.9606
Tiaris_fuliginosus,2012,,,-47.70173,-22.48051
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2017,,8.82,-47.56375,-22.33372
Tiaris_fuliginosus,2016,,7.72,-47.5985,-22.21679
Tiaris_fuliginosus,2016,,,-47.543972,-22.396028
Tiaris_fuliginosus,2010,51,,-46.016667,-23.033333
Tiaris_fuliginosus,2010,64,,-48.433333,-23.266667
Tiaris_fuliginosus,2014,,,-43.4711,-19.9981
Tiaris_fuliginosus,2006,52.5,7.6,-49.133333,-26.883333
Tiaris_fuliginosus,2011,,,-43.4719,-19.9972
Tiaris_fuliginosus,2011,,,-47.59842,-22.21617
Tiaris_fuliginosus,2009,55,6.18,-50.293748,-20.474071
Tiaris_fuliginosus,2011,,,-43.4719,-19.9972
Tiaris_fuliginosus,2016,40,7.6,-47.409444,-23.2475
Tiaris_fuliginosus,2010,,,-46.016667,-23.033333
Tiaris_fuliginosus,2009,57,,-39.500511,-15.314456
Tiaris_fuliginosus,2011,,,-43.4719,-19.9972
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2002,60,,-44.850694,-23.358056
Tiaris_fuliginosus,2016,42,7.1,-47.403056,-23.24
Tiaris_fuliginosus,2011,,,-47.70173,-22.48051
Tiaris_fuliginosus,2012,,,-47.69429,-22.50735
Tiaris_fuliginosus,2006,50.2,7,-49.133333,-26.883333
Tiaris_fuliginosus,2016,,,-43.4711,-20
Tiaris_fuliginosus,2011,,,-43.4719,-19.9972
Myiothlypis_leucoblephara,2003,68,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2004,65,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2014,66,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2002,65,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2007,,,-45.9614,-22.7797
Myiothlypis_leucoblephara,2005,61,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2007,,,-45.9614,-22.7797
Myiothlypis_leucoblephara,2011,,4.72,-51.304771,-30.300279
Myiothlypis_leucoblephara,2002,58,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2005,63,,-51.302929,-30.051014
Myiothlypis_leucoblephara,1991,,,-53.95,-27.25
Myiothlypis_leucoblephara,2016,64,,-50.178935,-29.482103
Myiothlypis_leucoblephara,2007,,,-45.9614,-22.7797
Myiothlypis_leucoblephara,2003,70,4.64,-51.302778,-30.048056
Myiothlypis_leucoblephara,2004,60.5,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2015,61,,-49.636667,-28.160833
Myiothlypis_leucoblephara,2007,,,-45.9333,-22.7
Myiothlypis_leucoblephara,2015,65,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2010,,,-43.8861,-20.1094
Myiothlypis_leucoblephara,1999,66,,-50.174265,-29.481011
Myiothlypis_leucoblephara,2005,64,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2015,65,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2015,66,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2005,61.5,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2012,,,-48.992205,-25.49548
Myiothlypis_leucoblephara,2007,,,-45.9019,-22.6936
Myiothlypis_leucoblephara,2012,,,-48.992205,-25.49548
Myiothlypis_leucoblephara,2005,64,5,-51.302778,-30.048056
Myiothlypis_leucoblephara,2008,68,4.48,-51.302778,-30.048056
Myiothlypis_leucoblephara,2015,64,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2015,69,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2010,63,4.66,-52.835885,-31.1887
Myiothlypis_leucoblephara,2009,,,-44.4336,-20.1306
Myiothlypis_leucoblephara,2012,,,-48.992205,-25.49548
Myiothlypis_leucoblephara,2007,,,-45.9333,-22.7
Myiothlypis_leucoblephara,2002,64,6.7,-52.516667,-26.65
Myiothlypis_leucoblephara,2012,,,-48.992205,-25.49548
Myiothlypis_leucoblephara,2017,62,,-50.162407,-29.472434
Myiothlypis_leucoblephara,2006,,,-49.356283,-25.583954
Myiothlypis_leucoblephara,2005,64,,-51.302929,-30.051014
Myiothlypis_leucoblephara,2016,62,,-50.18545,-29.491353
Myiothlypis_leucoblephara,2007,66.7,,-49.285917,-25.406312
Myiothlypis_leucoblephara,2012,,,-48.992205,-25.49548
Myiothlypis_leucoblephara,2015,70,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2014,69,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2015,,,-43.5167,-20.1147
Myiothlypis_leucoblephara,2015,66,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2014,,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2014,79.5,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2002,67,6.9,-52.516667,-26.65
Myiothlypis_leucoblephara,2009,64,6.9,-51.958402,-26.758381
Myiothlypis_leucoblephara,2015,67,,-49.641667,-28.153056
Myiothlypis_leucoblephara,2006,63,,-47.81,-23.95
Myiothlypis_leucoblephara,2015,61,,-49.618889,-28.1525
Myiothlypis_leucoblephara,2011,,,-43.8839,-20.1694
Microspingus_cabanisi,2014,,,-49.618889,-28.1525
Microspingus_cabanisi,2009,67,7.7,-51.958402,-26.758381
Microspingus_cabanisi,2006,63.1,,-49.356283,-25.583954
Microspingus_cabanisi,2015,68,,-49.641667,-28.153056
Microspingus_cabanisi,2015,66,,-49.636667,-28.160833
Microspingus_cabanisi,2015,69,,-49.618889,-28.1525
Microspingus_cabanisi,2015,67,,-49.636667,-28.160833
Microspingus_cabanisi,2002,66.4,,-49.356283,-25.583954
Microspingus_cabanisi,2015,66,,-49.618889,-28.1525
Microspingus_cabanisi,2016,66,,-50.18545,-29.491353
Microspingus_cabanisi,2006,64,,-49.356283,-25.583954
Microspingus_cabanisi,2015,66,,-49.618889,-28.1525
Microspingus_cabanisi,2015,68,,-49.618889,-28.1525
Microspingus_cabanisi,2002,63,,-49.356283,-25.583954
Microspingus_cabanisi,2006,64.1,,-49.356283,-25.583954
Microspingus_cabanisi,2002,66.9,,-49.356283,-25.583954
Microspingus_cabanisi,2002,66,,-49.348803,-25.589976
Microspingus_cabanisi,2002,66.9,,-49.356283,-25.583954
Microspingus_cabanisi,2002,70,,-49.356283,-25.583954
Microspingus_cabanisi,2014,66,,-49.636667,-28.160833
Microspingus_cabanisi,2016,69,,-50.171519,-29.478818
Microspingus_cabanisi,2002,67.1,,-49.356283,-25.583954
Microspingus_cabanisi,2015,69,,-49.618889,-28.1525
Microspingus_cabanisi,2004,62.8,,-49.356283,-25.583954
Microspingus_cabanisi,2015,65,,-49.636667,-28.160833
Microspingus_cabanisi,2002,63.3,,-49.348803,-25.589976
Microspingus_cabanisi,2002,63.4,,-49.356283,-25.583954
Microspingus_cabanisi,2002,63.8,,-49.356283,-25.583954
Microspingus_cabanisi,2002,67,,-49.356283,-25.583954
Microspingus_cabanisi,2014,72,,-49.636667,-28.160833
Microspingus_cabanisi,2002,65.7,,-49.356283,-25.583954
Microspingus_cabanisi,2015,65,,-49.618889,-28.1525
Microspingus_cabanisi,2015,69,,-49.618889,-28.1525
Microspingus_cabanisi,2002,68.7,,-49.356283,-25.583954
Microspingus_cabanisi,2016,67.5,,-50.178935,-29.482103
Microspingus_cabanisi,2016,66,,-50.178935,-29.482103
Microspingus_cabanisi,2006,64.9,,-49.356283,-25.583954
Microspingus_cabanisi,2002,61.5,,-49.356283,-25.583954
Microspingus_cabanisi,2015,67,,-49.636667,-28.160833
Microspingus_cabanisi,2015,57,,-49.636667,-28.160833
Microspingus_cabanisi,2002,60.5,,-49.356283,-25.583954
Microspingus_cabanisi,2009,64.5,7.4,-51.958402,-26.758381
Microspingus_cabanisi,2002,68.7,,-49.356283,-25.583954
Microspingus_cabanisi,2015,70,,-49.618889,-28.1525
Geothlypis_aequinoctialis,2011,63,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2010,58,,-48.573806,-27.426111
Geothlypis_aequinoctialis,2006,53.6,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2006,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,59,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2017,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2005,,,-48.46,-23.29
Geothlypis_aequinoctialis,2004,61.7,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2011,61,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2012,56.4,,-40.423528,-20.592528
Geothlypis_aequinoctialis,2005,54,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,57.8,,-40.411778,-20.576694
Geothlypis_aequinoctialis,2017,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2015,56,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2005,53,,-48.46,-23.29
Geothlypis_aequinoctialis,2006,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2006,56.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,54.7,,-40.419778,-20.581417
Geothlypis_aequinoctialis,2006,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2006,56,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,59,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2006,52,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2004,55,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2004,53.2,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,61,,-48.573806,-27.426111
Geothlypis_aequinoctialis,2011,59,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2017,57,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2016,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2003,52,6.5,-49.17027,-26.77639
Geothlypis_aequinoctialis,1999,59,,-40.970231,-21.232122
Geothlypis_aequinoctialis,2003,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,50,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,57.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2002,57.8,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2006,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2006,54,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,58,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,50,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,54,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2015,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2015,57,,-48.4981,-27.4756
Geothlypis_aequinoctialis,1999,55,,-51.19,-29.98
Geothlypis_aequinoctialis,2004,52.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,52,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2010,58.7,,-40.413694,-20.580639
Geothlypis_aequinoctialis,2006,69,,-47.684,-23.915
Geothlypis_aequinoctialis,2000,49.5,6.2,-49.17027,-26.77639
Geothlypis_aequinoctialis,2001,,,-44.193483,-23.182683
Geothlypis_aequinoctialis,2016,60,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2005,58.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2004,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,59,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2004,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2012,55,,-50.723722,-28.285222
Geothlypis_aequinoctialis,2005,53.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,55,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2004,57.7,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2017,57,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2011,59,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2017,56,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,55.3,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,57,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2011,58,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2010,,,-48.433333,-23.266667
Geothlypis_aequinoctialis,2010,,,-48.433333,-23.266667
Geothlypis_aequinoctialis,2011,55.5,,-40.411222,-20.575917
Geothlypis_aequinoctialis,2017,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2003,58,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2016,56,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,54,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,64.1,,-40.410972,-20.573722
Geothlypis_aequinoctialis,2010,56.4,,-40.415333,-20.585611
Geothlypis_aequinoctialis,2017,56,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,56,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2004,58.4,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2016,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,52,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,50.35,,-48.67189,-25.311564
Geothlypis_aequinoctialis,2005,58,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2016,54,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2015,56,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2006,,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2003,58,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,,,-40.417667,-20.582056
Geothlypis_aequinoctialis,2016,54,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2005,55,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2002,52.4,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2003,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,62,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2017,53,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2004,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,55.2,,-40.415333,-20.585611
Geothlypis_aequinoctialis,2016,58,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2016,52,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2014,61.6,,-47.85748,-21.16624
Geothlypis_aequinoctialis,2016,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,53.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,1995,56,,-42.246111,-22.580503
Geothlypis_aequinoctialis,2010,60.4,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2004,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,54.7,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2015,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2010,58.6,,-40.413694,-20.580639
Geothlypis_aequinoctialis,2010,,,-48.433333,-23.266667
Geothlypis_aequinoctialis,2005,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2014,52,4.07,-50.37222,-29.099616
Geothlypis_aequinoctialis,2005,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,55.9,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2015,57,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,51,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,58,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2010,56.6,,-40.424145,-20.582477
Geothlypis_aequinoctialis,2010,58,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2011,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2015,56,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,53.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2006,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,56,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2015,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2016,,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,52,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2017,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,51,,-47.81,-23.95
Geothlypis_aequinoctialis,2017,58,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2014,52,,-48.52275,-27.632528
Geothlypis_aequinoctialis,2010,52,,-48.433333,-23.266667
Geothlypis_aequinoctialis,2014,60,,-48.366667,-27.240278
Geothlypis_aequinoctialis,2012,58,7.1,-47.505278,-22.569167
Geothlypis_aequinoctialis,2010,,,-48.433333,-23.266667
Geothlypis_aequinoctialis,2005,57,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,54,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,58.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2006,57.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,49.9,,-40.410222,-20.574222
Geothlypis_aequinoctialis,2003,52,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2012,58,6.9,-47.505278,-22.569167
Geothlypis_aequinoctialis,2006,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,61,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2003,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2017,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2006,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2004,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2010,59.5,,-40.413694,-20.580639
Geothlypis_aequinoctialis,2005,61,,-48.46,-23.29
Geothlypis_aequinoctialis,2003,61.6,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2011,63.1,,-40.411222,-20.575917
Geothlypis_aequinoctialis,2004,55.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2000,52,5.3,-49.17027,-26.77639
Geothlypis_aequinoctialis,2017,55,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2010,60,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2002,59,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2002,55,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,54,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2016,59,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2003,56.3,,-49.348803,-25.589976
Geothlypis_aequinoctialis,1998,53.1,,-48.422847,-25.356797
Geothlypis_aequinoctialis,2011,60,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2003,51,,-51.302929,-30.051014
Geothlypis_aequinoctialis,1997,60.8,,-48.422847,-25.356797
Geothlypis_aequinoctialis,2012,61,6.7,-47.505278,-22.569167
Geothlypis_aequinoctialis,2002,57.9,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2010,59.2,,-49.356283,-25.583954
Geothlypis_aequinoctialis,2005,52.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2005,54.5,,-51.302929,-30.051014
Geothlypis_aequinoctialis,2011,56,,-48.498056,-27.475556
Geothlypis_aequinoctialis,1997,56.3,,-48.422847,-25.356797
Geothlypis_aequinoctialis,2002,59.4,,-49.348803,-25.589976
Geothlypis_aequinoctialis,2017,50,,-48.4981,-27.4756
Geothlypis_aequinoctialis,2011,55,,-48.498056,-27.475556
Geothlypis_aequinoctialis,2013,63,,-50.723722,-28.285222
Geothlypis_aequinoctialis,2011,57.2,,-40.410222,-20.574222
