ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
EH0598,Trichothraupis_melanops,Thraupidae,Female,2000,6,JJA,,,,24.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44504
GM0664,Trichothraupis_melanops,Thraupidae,Male,2017,5,MAM,80,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,Yes,F  59281
EC6516,Trichothraupis_melanops,Thraupidae,Male,2016,7,JJA,81.2,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 10794
EC6042,Trichothraupis_melanops,Thraupidae,Male,2014,6,JJA,80,right,,25,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 10769
GM0700,Trichothraupis_melanops,Thraupidae,Male,2017,5,MAM,81,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,F  59290
CB2198,Trichothraupis_melanops,Thraupidae,Female,2006,11,SON,,,,24.5,C.Banks-Leite,Piedade,,-47.471961,-23.867741,926,,
PA1003,Trichothraupis_melanops,Thraupidae,Female,2006,3,MAM,,,,20.5,P.Antas,São José dos Campos,Fazenda Montes Claros,-46.02,-23.039,771,Yes,F03232
EC6381,Trichothraupis_melanops,Thraupidae,Female,2015,10,SON,73.2,right,,20.5,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,no,F 47772
LI0354,Trichothraupis_melanops,Thraupidae,Female,2007,1,DJF,,,,25,I.de Faria,Taubaté,,-45.516684,-23.1,673,,
JN0057,Trichothraupis_melanops,Thraupidae,Male,2013,5,MAM,83.4,generic,,25.5,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108974
MP0965,Trichothraupis_melanops,Thraupidae,Female,2009,5,MAM,,,9.4,20.5,M.Pizo,Rio Claro,Floresta Estadual Edmundo Navarro de Andrade,-47.55,-22.416667,609,,E120902
MV0793,Trichothraupis_melanops,Thraupidae,Male,2013,5,MAM,86,generic,,30,M.Vallejos,Garuva,,-48.884167,-26.002222,170,Yes,
GM0414,Trichothraupis_melanops,Thraupidae,Female,2016,4,MAM,78,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,F  59207
CB1600,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,24,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17410
PC0655,Trichothraupis_melanops,Thraupidae,Female,2013,4,MAM,86,right,9.35,19.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,F32028
LI0353,Trichothraupis_melanops,Thraupidae,Female,2006,1,DJF,,,,27,I.de Faria,Domingos Martins,,-41.003333,-20.4,1304,,
PA1396,Trichothraupis_melanops,Thraupidae,Female,2006,8,JJA,84,right,,17,P.Antas,São José dos Campos,Fazenda Montes Claros,-46.02,-23.039,771,no,G66186
LI0345,Trichothraupis_melanops,Thraupidae,Male,2004,1,DJF,,,,22,I.de Faria,Ouro Preto,,-43.75,-20.85,919,,
AR0659,Trichothraupis_melanops,Thraupidae,Female,2001,8,JJA,81,right,9.6,25,A.Ross,Florianópolis,UCAD  Trilha azul,-48.512518,-27.531353,228,Yes,E 48877
MP0999,Trichothraupis_melanops,Thraupidae,Female,2009,6,JJA,,,8.7,22,M.Pizo,Rio Claro,Floresta Estadual Edmundo Navarro de Andrade,-47.55,-22.416667,609,,F18306
MV0602,Trichothraupis_melanops,Thraupidae,Male,2013,10,SON,,,,,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,
MV0810,Trichothraupis_melanops,Thraupidae,Female,2013,5,MAM,,,,,M.Vallejos,Garuva,,-48.884167,-26.002222,170,no,
MV0796,Trichothraupis_melanops,Thraupidae,Male,2013,5,MAM,83,generic,,24,M.Vallejos,Garuva,,-48.884167,-26.002222,170,Yes,
EC1754,Trichothraupis_melanops,Thraupidae,Female,2003,3,MAM,78.9,right,,,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 00996
MV0758,Trichothraupis_melanops,Thraupidae,Female,2010,6,JJA,82,generic,,,M.Vallejos,Garuva,,-48.884167,-26.002222,170,no,
WS0591,Trichothraupis_melanops,Thraupidae,Female,2017,6,JJA,85,generic,,25,G.Wilrich;E.Silva,Grão Pará,,-49.313417,-28.093417,343,,GREEN RIGHT
MA1864,Trichothraupis_melanops,Thraupidae,Male,1996,2,DJF,85,right,,24,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,Yes,G25603
MV0181,Trichothraupis_melanops,Thraupidae,Male,2011,2,DJF,79,generic,9,21,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,Yes,E147542
CB1418,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,26,C.Banks-Leite,Piedade,,-47.48322,-23.886254,910,,F17199
MV0751,Trichothraupis_melanops,Thraupidae,Male,2010,6,JJA,90,generic,,,M.Vallejos,Garuva,,-48.884167,-26.002222,170,no,
PA1002,Trichothraupis_melanops,Thraupidae,Female,2006,3,MAM,80,right,,22,P.Antas,São José dos Campos,Fazenda Montes Claros,-46.02,-23.039,771,Yes,F03232
PC0100,Trichothraupis_melanops,Thraupidae,Female,2012,7,JJA,88,right,6.4,24,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,Yes,E68020
CB0291,Trichothraupis_melanops,Thraupidae,Male,2005,8,JJA,,,,24.5,C.Banks-Leite,Piedade,,-47.449741,-23.843869,990,,F797
MP0991,Trichothraupis_melanops,Thraupidae,Male,2009,6,JJA,,,11.2,20,M.Pizo,Rio Claro,Floresta Estadual Edmundo Navarro de Andrade,-47.55,-22.416667,609,,F18305
MV0813,Trichothraupis_melanops,Thraupidae,Female,2013,5,MAM,82,generic,,25,M.Vallejos,Garuva,,-48.884167,-26.002222,170,no,
LI0347,Trichothraupis_melanops,Thraupidae,Male,2004,1,DJF,,,,24,I.de Faria,Ouro Preto,,-43.75,-20.85,919,,
EH0611,Trichothraupis_melanops,Thraupidae,Female,2000,9,SON,,,,22.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44533
JN0058,Trichothraupis_melanops,Thraupidae,Female,2013,9,SON,83,generic,,37,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108986
CB0817,Trichothraupis_melanops,Thraupidae,Female,2006,2,DJF,,,,,C.Banks-Leite,Piedade,,-47.460382,-23.851281,972,,F17438
PC0608,Trichothraupis_melanops,Thraupidae,Female,2013,4,MAM,,,,23,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G111910
CB1351,Trichothraupis_melanops,Thraupidae,Female,2006,6,JJA,,,,26,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17493
CB1572,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,23.5,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17414
EH0615,Trichothraupis_melanops,Thraupidae,Female,2000,10,SON,,,,16.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44539
MA1897,Trichothraupis_melanops,Thraupidae,Female,2016,3,MAM,78,right,6.4,23,M.Alves,Mangaratiba,Sertão do Cantagalo,-44.188333,-23.010833,344,Yes,F55953
CB0418,Trichothraupis_melanops,Thraupidae,Female,2005,8,JJA,,,,26,C.Banks-Leite,Tapirai,,-47.453913,-23.907938,927,,E67274
CB1929,Trichothraupis_melanops,Thraupidae,Male,2006,8,JJA,,,,21.7,C.Banks-Leite,Piedade,,-47.480381,-23.876407,926,,F2725
CB1329,Trichothraupis_melanops,Thraupidae,Male,2006,6,JJA,,,,21,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,E69856
EC5885,Trichothraupis_melanops,Thraupidae,Male,2014,3,MAM,81.8,right,,22,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,Yes,F 44636
EC5595,Trichothraupis_melanops,Thraupidae,Male,2013,6,JJA,82.3,right,,21,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,no,F 44606
EC4283,Trichothraupis_melanops,Thraupidae,Female,2009,10,SON,80,right,,26,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 05448
GM0428,Trichothraupis_melanops,Thraupidae,Male,2016,4,MAM,57,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,Yes,F  59203
CB1107,Trichothraupis_melanops,Thraupidae,Female,2006,3,MAM,,,,22.5,C.Banks-Leite,Piedade,,-47.436016,-23.880844,914,,F17462
EC2748,Trichothraupis_melanops,Thraupidae,Male,2004,10,SON,84.7,right,,27,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 1374
PC0143,Trichothraupis_melanops,Thraupidae,Male,2012,8,JJA,83,right,6,23.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,E68028
CB2636,Trichothraupis_melanops,Thraupidae,Female,2007,3,MAM,,,,25,C.Banks-Leite,Piedade,,-47.460399,-23.88904,912,,F2757
EC1157,Trichothraupis_melanops,Thraupidae,Female,2002,5,MAM,77.6,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 53624
CB1665,Trichothraupis_melanops,Thraupidae,Male,2006,7,JJA,,,,23,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F2718
AR0604,Trichothraupis_melanops,Thraupidae,Female,2001,6,JJA,79.6,right,9.4,25,A.Ross,Santo Amaro da Imperatriz,,-48.812205,-27.768275,448,,E 48859
GB0468,Trichothraupis_melanops,Thraupidae,Male,2015,6,JJA,84,generic,,23,G.Benedicto,São Vicente,HB2,-46.509514,-23.977439,154,no,
CB0393,Trichothraupis_melanops,Thraupidae,Female,2005,8,JJA,,,,29,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,E67215
EC0483,Trichothraupis_melanops,Thraupidae,Male,1998,5,MAM,83.1,right,,22,E.Carrano,Guaraqueçaba,Ilha Rasa,-48.422847,-25.356797,,Yes,E 34330
LI0350,Trichothraupis_melanops,Thraupidae,Male,2007,1,DJF,,,,25,I.de Faria,Rio Claro,,-44.083333,-22.65,551,,
CB0036,Trichothraupis_melanops,Thraupidae,Female,2005,7,JJA,,,,23,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,E56062
EC1060,Trichothraupis_melanops,Thraupidae,Female,2002,4,MAM,78.3,right,,26,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 53613
PC0380,Trichothraupis_melanops,Thraupidae,Male,2012,11,SON,81,right,9.05,22,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,F322019
PN0517,Trichothraupis_melanops,Thraupidae,Male,2014,2,DJF,79,generic,7.9,22,P.Affonso-Neto,Cabrália Paulista,Mata Nova América,-49.398056,-22.530694,610,Yes,F21463
CA0014,Trichothraupis_melanops,Thraupidae,Male,2012,9,SON,,,6,22.5,C.Ferreira,Ibitirama,Parque Nacional do Caparaó,-41.74221111,-20.49504444,1326,no,E125358
EH0602,Trichothraupis_melanops,Thraupidae,Female,2000,7,JJA,,,,21.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44539
GM0479,Trichothraupis_melanops,Thraupidae,Female,2016,8,JJA,80,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59273
EC6330,Trichothraupis_melanops,Thraupidae,Male,2015,7,JJA,86.2,right,,26,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 10786
MV0448,Trichothraupis_melanops,Thraupidae,Female,2012,9,SON,73,generic,9.7,20,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,E132903
MV0521,Trichothraupis_melanops,Thraupidae,Male,2013,3,MAM,,,,20,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,Yes,E99346
CB1279,Trichothraupis_melanops,Thraupidae,Female,2006,6,JJA,,,,25,C.Banks-Leite,Tapirai,,-47.469706,-23.918526,912,,E69832
CB0408,Trichothraupis_melanops,Thraupidae,Male,2005,8,JJA,,,,24.5,C.Banks-Leite,Tapirai,,-47.453913,-23.907938,927,,E67217
VC0370,Trichothraupis_melanops,Thraupidae,Male,2010,1,DJF,85,right,,21,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,Yes,F23393
MV0394,Trichothraupis_melanops,Thraupidae,Female,2012,8,JJA,78,generic,,19,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,E99346
VC0520,Trichothraupis_melanops,Thraupidae,Male,2010,1,DJF,78,right,,22,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,F23419
CB1664,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,24,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F2717
VC0799,Trichothraupis_melanops,Thraupidae,Female,2010,4,MAM,,,,24,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,F23431
EH1131,Trichothraupis_melanops,Thraupidae,Male,2001,3,MAM,,,,23,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,
CB0990,Trichothraupis_melanops,Thraupidae,Female,2006,2,DJF,,,,21,C.Banks-Leite,Piedade,,-47.471961,-23.867741,926,,F17184
AB0168,Trichothraupis_melanops,Thraupidae,Male,2007,8,JJA,89,right,7,34,A.Bispo,Curitiba,J. Botânico,-49.241106,-25.442986,914,,E65599
CB1219,Trichothraupis_melanops,Thraupidae,Male,2006,4,MAM,,,,22.5,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,E69813
JS0183,Trichothraupis_melanops,Thraupidae,Male,2013,4,MAM,84,generic,,24,J.Zocche,Siderópolis,Proximidades da Subestação Eletrosul,-49.405145,-28.599546,155,no,G104190
EC1735,Trichothraupis_melanops,Thraupidae,Male,2003,3,MAM,,,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 00989
EH0606,Trichothraupis_melanops,Thraupidae,Female,2000,9,SON,,,7.2,26.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44565
EH0610,Trichothraupis_melanops,Thraupidae,Female,2000,9,SON,,,8,19.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44586
GM0452,Trichothraupis_melanops,Thraupidae,Male,2016,8,JJA,81,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59278
AI0423,Trichothraupis_melanops,Thraupidae,Female,2008,3,MAM,81,right,5.3,24,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,70734
LI0352,Trichothraupis_melanops,Thraupidae,Female,2006,1,DJF,,,,22,I.de Faria,Domingos Martins,,-41.003333,-20.4,1304,,
EH0603,Trichothraupis_melanops,Thraupidae,Female,2000,8,JJA,,,,25,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44533
EC0930,Trichothraupis_melanops,Thraupidae,Female,2002,1,DJF,84,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,E 49680
CB0399,Trichothraupis_melanops,Thraupidae,Female,2005,8,JJA,,,,24,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,E67216
CB0064,Trichothraupis_melanops,Thraupidae,Male,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,E33262
CB1274,Trichothraupis_melanops,Thraupidae,Male,2006,6,JJA,,,,25,C.Banks-Leite,Tapirai,,-47.469706,-23.918526,912,,E69830
CB0297,Trichothraupis_melanops,Thraupidae,Female,2005,8,JJA,,,,28.5,C.Banks-Leite,Piedade,,-47.449741,-23.843869,990,,F798
EC3221,Trichothraupis_melanops,Thraupidae,Female,2006,8,JJA,81,right,,26,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 00102
GM0651,Trichothraupis_melanops,Thraupidae,Male,2017,5,MAM,80,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59255
CB0146,Trichothraupis_melanops,Thraupidae,Male,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.377344,-23.957743,637,,E33280
CA0121,Trichothraupis_melanops,Thraupidae,Female,2014,3,MAM,73,generic,6.7,21,C.Ferreira,Alto Caparaó,Parque Nacional do Caparaó,-41.84374722,-20.41793889,1522,no,F43225
KF0395,Trichothraupis_melanops,Thraupidae,Female,2012,2,DJF,,,,23.75,K.Ferraz,Rio Claro,P3n (see Alexandrino et al. 2016),-47.57926,-22.34485,610,,G95654
EH1122,Trichothraupis_melanops,Thraupidae,Male,2000,7,JJA,,,6.5,22,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44545
EC2342,Trichothraupis_melanops,Thraupidae,Male,2004,4,MAM,82.4,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,G 57248
EH1120,Trichothraupis_melanops,Thraupidae,Male,2000,5,MAM,,,7.7,25.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44531
MG0327,Trichothraupis_melanops,Thraupidae,Female,2017,4,MAM,76.15,right,,26.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,no,F65648
CA0038,Trichothraupis_melanops,Thraupidae,Female,2013,4,MAM,75,generic,7.1,22,C.Ferreira,Ibitirama,Parque Nacional do Caparaó,-41.74221111,-20.49504444,1326,no,
GM0462,Trichothraupis_melanops,Thraupidae,Female,2016,8,JJA,78,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59277
MV0387,Trichothraupis_melanops,Thraupidae,Male,2012,8,JJA,,,,20,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,E147515
CB0899,Trichothraupis_melanops,Thraupidae,Female,2006,2,DJF,,,,25,C.Banks-Leite,Piedade,,-47.460382,-23.851281,972,,E67087
PA1144,Trichothraupis_melanops,Thraupidae,Male,2006,5,MAM,88,right,,22.1,P.Antas,Itatinga,Fazenda Entrerrios,-48.46,-23.29,615,no,F03914
CB1579,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,26.5,C.Banks-Leite,Piedade,,-47.460382,-23.851281,972,,F2710
CB0062,Trichothraupis_melanops,Thraupidae,Male,2005,7,JJA,,,,22.5,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,E33260
CB1183,Trichothraupis_melanops,Thraupidae,Female,2006,4,MAM,,,,14.7,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,E69803
MA1875,Trichothraupis_melanops,Thraupidae,Male,1996,8,JJA,84,right,,26,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,G25627
EC4169,Trichothraupis_melanops,Thraupidae,Male,2009,5,MAM,81,right,,25,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 05430
CA0166,Trichothraupis_melanops,Thraupidae,Male,2017,6,JJA,85,generic,5.6,21,C.Ferreira,Alto Caparaó,Parque Nacional do Caparaó,-41.84374722,-20.41793889,1522,no,
MA1862,Trichothraupis_melanops,Thraupidae,Female,1995,6,JJA,82,right,,24.5,M.Alves,Silva Jardim,Reserva Biológica de Poço das Antas,-42.304444,-22.544028,54,no,E26916
VC1000,Trichothraupis_melanops,Thraupidae,Male,2010,4,MAM,,,,22.5,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,F23446
LI0346,Trichothraupis_melanops,Thraupidae,Male,2004,1,DJF,,,,23,I.de Faria,Ouro Preto,,-43.75,-20.85,919,,
PC0366,Trichothraupis_melanops,Thraupidae,Female,2012,11,SON,76,right,9.45,23.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,F32018
EH0618,Trichothraupis_melanops,Thraupidae,Female,2001,3,MAM,,,,24,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44533
EC4376,Trichothraupis_melanops,Thraupidae,Male,2010,4,MAM,81,right,,25,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 05457
EC4986,Trichothraupis_melanops,Thraupidae,Female,2011,7,JJA,72.1,right,,22,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,no,F 13069
CB0539,Trichothraupis_melanops,Thraupidae,Male,2005,9,SON,,,,21,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,E67292
RB0080,Trichothraupis_melanops,Thraupidae,Male,2014,6,JJA,79.09,right,7.16,26.09,R.Bobato,Guaraqueçaba,Guyra Farm,-48.34105,-25.14759,563,,
CB2322,Trichothraupis_melanops,Thraupidae,Female,2007,1,DJF,,,,28.5,C.Banks-Leite,Piedade,,-47.460382,-23.851281,972,,F2672
EH0597,Trichothraupis_melanops,Thraupidae,Female,2000,6,JJA,,,8.5,26,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44533
PA0882,Trichothraupis_melanops,Thraupidae,Male,2005,11,SON,84,right,,24,P.Antas,São José dos Campos,faz. 5 Nascentes,-46.028,-22.977,976,no,F03030
CA0154,Trichothraupis_melanops,Thraupidae,Male,2015,5,MAM,85,generic,7.7,25,C.Ferreira,Alto Caparaó,Parque Nacional do Caparaó,-41.84374722,-20.41793889,1522,no,
PA1110,Trichothraupis_melanops,Thraupidae,Male,2006,5,MAM,82,right,,22,P.Antas,Itatinga,Fazenda Entrerrios,-48.46,-23.29,615,Yes,F03880
EH0612,Trichothraupis_melanops,Thraupidae,Female,2000,9,SON,,,8.5,20,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,E44589
EC0902,Trichothraupis_melanops,Thraupidae,Male,2001,12,DJF,81.8,right,,17,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 49671
CA0051,Trichothraupis_melanops,Thraupidae,Male,2013,6,JJA,77,generic,7.7,23,C.Ferreira,Alto Caparaó,Parque Nacional do Caparaó,-41.84374722,-20.41793889,1522,no,E125370
CA0203,Trichothraupis_melanops,Thraupidae,Male,2015,10,SON,85,generic,7.6,20.5,C.Ferreira,Domingos Martins,Parque Estadual da pedra Azul,-41.02029722,-20.39838889,1270,no,F43237
EC4443,Trichothraupis_melanops,Thraupidae,Male,2010,6,JJA,84.2,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 05469
EC0875,Trichothraupis_melanops,Thraupidae,Male,2001,12,DJF,,,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,E 49665
CB1429,Trichothraupis_melanops,Thraupidae,Female,2006,7,JJA,,,,25.5,C.Banks-Leite,Piedade,,-47.48322,-23.886254,910,,F17431
CB2484,Trichothraupis_melanops,Thraupidae,Female,2007,1,DJF,,,,21.5,C.Banks-Leite,Tapirai,,-47.377344,-23.957743,637,,F2690
VC0556,Trichothraupis_melanops,Thraupidae,Female,2010,1,DJF,75,right,,19,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,Yes,F23443
MF0227,Trichothraupis_melanops,Thraupidae,Female,2002,7,JJA,80,right,,23,M.Francisco,Caraguatatuba,Parque Estadual da Serra do Mar Núcleo Caraguatatuba,-45.427917,-23.593222,271,,E45653
CA0102,Trichothraupis_melanops,Thraupidae,Female,2014,2,DJF,70,generic,9,32,C.Ferreira,Ibitirama,Parque Nacional do Caparaó,-41.74221111,-20.49504444,1326,no,F43222
MG0306,Trichothraupis_melanops,Thraupidae,Female,2017,11,SON,78,right,,26,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.675863,-25.301518,290,no,E171641
EC5915,Trichothraupis_melanops,Thraupidae,Female,2014,4,MAM,78,right,,26,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,F 10760
EH1555,Trichothraupis_melanops,Thraupidae,Male,2001,8,JJA,,,8,21,E.Hasui,Ribeirão Grande,Parque Estadual Intervales Mirante da Anta,-48.40777778,-24.278333,916,,
MA1879,Trichothraupis_melanops,Thraupidae,Female,1996,9,SON,82,right,7.4,24,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,E22493
EC6780,Trichothraupis_melanops,Thraupidae,Female,2017,7,JJA,79,right,,27,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 54189
DO0279,Trichothraupis_melanops,Thraupidae,Male,2016,8,JJA,80,left,,21,R.Donatelli,Gália,Estação Ecológica dos Caetetus,-49.672487,-22.37698,610,no,E175218
MG0311,Trichothraupis_melanops,Thraupidae,Female,2017,4,MAM,78.45,right,,21.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,Yes,F65613
VC2142,Trichothraupis_melanops,Thraupidae,Female,2010,12,DJF,79,right,,,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,no,F27436
MG0326,Trichothraupis_melanops,Thraupidae,Female,2017,1,DJF,80.35,right,,24.1,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.658873,-25.291068,290,no,F65645
MG0317,Trichothraupis_melanops,Thraupidae,Male,2017,3,MAM,81.35,right,,27,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.681405,-25.29377,134,Yes,F65630
MA1872,Trichothraupis_melanops,Thraupidae,Male,1996,6,JJA,84,right,6.6,25,M.Alves,Angra dos Reis,Parque Estadual da Ilha Grande,-44.204194,-23.183073,170,no,E22477
PC0008,Trichothraupis_melanops,Thraupidae,Male,2012,6,JJA,,,,27,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,E54877
EC3934,Trichothraupis_melanops,Thraupidae,Male,2008,7,JJA,83.5,right,,24,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,F 00142
LI0349,Trichothraupis_melanops,Thraupidae,Male,2006,1,DJF,,,,32,I.de Faria,Domingos Martins,,-41.003333,-20.4,1304,,
MF0226,Trichothraupis_melanops,Thraupidae,Male,2002,7,JJA,84,right,,23,M.Francisco,Caraguatatuba,Parque Estadual da Serra do Mar Núcleo Caraguatatuba,-45.427917,-23.593222,271,,E45638
GM0135,Trichothraupis_melanops,Thraupidae,Male,2015,8,JJA,77,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59223
