ID_ABT,Binomial,Family,Sex,Year,month,season,cwl,wing_col,Bill_width.mm.,Body_mass.g.,Main_researcher,Municipality,Locality,Longitude_decimal_degrees,Latitude_decimal_degrees,Altitude,Molt,Ring
CB2127,Habia_rubica,Cardinalidae,Female,2006,8,JJA,,,,33,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,G66532
EH1082,Habia_rubica,Cardinalidae,Male,2000,6,JJA,,,11.4,37.9,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34352
JZ0088,Habia_rubica,Cardinalidae,Male,2017,5,MAM,93,generic,,33,J.Zocche,Criciúma,Proximidades do OIKOS,-49.412429,-28.713794,119,Yes,G108928
GM0383,Habia_rubica,Cardinalidae,Female,2016,4,MAM,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,G  130225
PA1297,Habia_rubica,Cardinalidae,Male,2005,11,SON,97,right,,35,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,G64841
JN0046,Habia_rubica,Cardinalidae,Male,2013,5,MAM,85,generic,,33,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108967
AI0084,Habia_rubica,Cardinalidae,Male,2009,3,MAM,95,right,7.75,,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,67575
CB1102,Habia_rubica,Cardinalidae,Male,2006,3,MAM,,,,40,C.Banks-Leite,Piedade,,-47.436016,-23.880844,914,,G53028
JN0162,Habia_rubica,Cardinalidae,Male,2013,11,SON,90,generic,,34,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108974
PN0500,Habia_rubica,Cardinalidae,Male,2016,3,MAM,96,generic,8.9,36,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,Yes,F58998
JN0049,Habia_rubica,Cardinalidae,Female,2013,5,MAM,89,generic,,34,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108972
GM0117,Habia_rubica,Cardinalidae,Male,2015,7,JJA,,,,32,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,G  102818
MV0520,Habia_rubica,Cardinalidae,Female,2012,10,SON,,,,28,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,F25316
GM0473,Habia_rubica,Cardinalidae,Male,2016,8,JJA,98,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,G  130252
PN0479,Habia_rubica,Cardinalidae,Female,2013,7,JJA,91,generic,8.9,27,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,no,F21441
AB0120,Habia_rubica,Cardinalidae,Male,2006,9,SON,,,,34,A.Bispo,Fênix,Fazenda Cagibi,-51.97104,-23.876274,301,no,G62403
PN0503,Habia_rubica,Cardinalidae,Female,2015,7,JJA,91,generic,10.3,31,P.Affonso-Neto,Cabrália Paulista,Mata Turvinho,-49.402289,-22.529975,610,no,G109163
GM0069,Habia_rubica,Cardinalidae,Female,2015,7,JJA,,,,33.5,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,
EH1087,Habia_rubica,Cardinalidae,Male,2000,9,SON,,,10.5,36,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34351
PN0497,Habia_rubica,Cardinalidae,Female,2016,3,MAM,90,generic,10,34,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,Yes,F21441
CB0251,Habia_rubica,Cardinalidae,Male,2005,7,JJA,,,,28,C.Banks-Leite,Tapirai,,-47.480162,-23.913781,912,,G53015
MF0492,Habia_rubica,Cardinalidae,Male,1999,7,JJA,98,right,,34,M.Francisco,São Carlos,Fazenda Canchin EMBRAPA São Carlos,-47.841667,-21.971667,768,,G37406
GM0377,Habia_rubica,Cardinalidae,Male,2016,4,MAM,100,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,G  130212
MV0069,Habia_rubica,Cardinalidae,Male,2010,7,JJA,89,generic,9.9,32,M.Vallejos,Telúmaco Borba,,-50.6973,-24.1445,610,,G90321
CB1103,Habia_rubica,Cardinalidae,Female,2006,3,MAM,,,,35,C.Banks-Leite,Piedade,,-47.436016,-23.880844,914,,G53029
CB0706,Habia_rubica,Cardinalidae,Male,2006,2,DJF,,,,39,C.Banks-Leite,Tapirai,,-47.377344,-23.957743,637,,F17124
EH1090,Habia_rubica,Cardinalidae,Male,2000,10,SON,,,,36,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34341
EH1085,Habia_rubica,Cardinalidae,Male,2000,8,JJA,,,8.5,35,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34361
AR0851,Habia_rubica,Cardinalidae,Male,2001,12,DJF,96.4,right,10.3,35,A.Ross,Santo Amaro da Imperatriz,,-48.812205,-27.768275,448,no,G 46969
CB2095,Habia_rubica,Cardinalidae,Male,2006,8,JJA,,,,37,C.Banks-Leite,Piedade,,-47.46575,-23.903054,912,,G66524
NM0069,Habia_rubica,Cardinalidae,Female,2013,10,SON,91,generic,,60.5,N.Paes;A.Macarrao,Juquitiba,Fundacao Lymington,-47.012778,-23.964444,891,no,G40093
PA1479,Habia_rubica,Cardinalidae,Male,2006,5,MAM,96,right,,35,P.Antas,Pilar do Sul,faz Brumado,-47.81,-23.95,769,no,H59358
MV0509,Habia_rubica,Cardinalidae,Male,2012,10,SON,100,generic,11.6,37,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,G90357
CB1100,Habia_rubica,Cardinalidae,Female,2006,3,MAM,,,,36,C.Banks-Leite,Piedade,,-47.436016,-23.880844,914,,G53026
MV0389,Habia_rubica,Cardinalidae,Female,2012,8,JJA,86,generic,,35,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,E99344
EH1093,Habia_rubica,Cardinalidae,Male,2000,11,SON,,,,40,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34352
PN0491,Habia_rubica,Cardinalidae,Male,2016,11,SON,94,generic,10.1,36,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,no,F58981
MF0517,Habia_rubica,Cardinalidae,Female,2000,11,SON,85,right,11.5,35,M.Francisco,Cananéia,Parque Estadual da Ilha do Cardoso,-47.931944,-25.096389,236,,H37648
GB0438,Habia_rubica,Cardinalidae,Male,2015,6,JJA,96,generic,,36,G.Benedicto,Santos,CR4  Sítio Claudevan,-46.289722,-23.90525,1,no,
CC0044,Habia_rubica,Cardinalidae,Female,2005,5,MAM,85,generic,,,C.Candia-Gallardo,Cubatão,Sem Fim,-46.400954,-23.843052,145,no,G27904
CB2084,Habia_rubica,Cardinalidae,Female,2006,8,JJA,,,,36.5,C.Banks-Leite,Tapirai,,-47.452334,-23.920014,927,,G66521
EC3555,Habia_rubica,Cardinalidae,Male,2007,5,MAM,95.2,right,,37,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,Yes,G 60699
PA1394,Habia_rubica,Cardinalidae,Male,2006,8,JJA,100,right,,33,P.Antas,São José dos Campos,Fazenda Montes Claros,-46.02,-23.039,771,no,G66184
AR0542,Habia_rubica,Cardinalidae,Male,2001,5,MAM,92.1,right,10.2,35,A.Ross,Florianópolis,UCAD  Trilha azul,-48.512518,-27.531353,228,no,G 46918
MF0300,Habia_rubica,Cardinalidae,Male,2002,11,SON,96.6,right,,33,M.Francisco,Ubatuba,Parque Estadual da Serra do Mar Núcleo Picinguaba,-44.850694,-23.358056,175,,G42789
EH1097,Habia_rubica,Cardinalidae,Male,2001,1,DJF,,,,39,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34352
CB1486,Habia_rubica,Cardinalidae,Female,2006,7,JJA,,,,31,C.Banks-Leite,Piedade,,-47.46575,-23.903054,912,,G63674
PC0272,Habia_rubica,Cardinalidae,Male,2012,10,SON,100,right,10.9,39.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G68849
CB0253,Habia_rubica,Cardinalidae,Female,2005,7,JJA,,,,30,C.Banks-Leite,Tapirai,,-47.480162,-23.913781,912,,G53017
PA1060,Habia_rubica,Cardinalidae,Male,2006,5,MAM,96,right,,,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,F03283
MV0618,Habia_rubica,Cardinalidae,Female,2013,10,SON,76,generic,10,28,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,F25320
NM0094,Habia_rubica,Cardinalidae,Female,2014,2,DJF,95,generic,,52,N.Paes;A.Macarrao,Juquitiba,Fundacao Lymington,-47.012778,-23.964444,891,Yes,G40093
RB0067,Habia_rubica,Cardinalidae,Male,2014,6,JJA,95.04,right,8.4,36.26,R.Bobato,Guaraqueçaba,Guyra Farm,-48.34105,-25.14759,563,,
MG0131,Habia_rubica,Cardinalidae,Female,2017,4,MAM,84,right,,36.2,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,no,G132516
PS0140,Habia_rubica,Cardinalidae,Male,2011,9,SON,99,generic,,33,P.Serafini,Florianópolis,Esec Carijos,-48.498056,-27.475556,35,,H80422
PN0496,Habia_rubica,Cardinalidae,Male,2016,3,MAM,93,generic,10,32,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,Yes,G109168
PC0469,Habia_rubica,Cardinalidae,Female,2013,1,DJF,95,right,11.3,37.5,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G68876
AI0200,Habia_rubica,Cardinalidae,Female,2007,8,JJA,87,right,8.08,22,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,4220
MV0508,Habia_rubica,Cardinalidae,Female,2012,10,SON,,,,35,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,Yes,E99344
GM0496,Habia_rubica,Cardinalidae,Female,2016,8,JJA,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,
PS0230,Habia_rubica,Cardinalidae,Female,2011,8,JJA,95,generic,,43,P.Serafini,Florianópolis,Esec Carijos,-48.498056,-27.475556,35,,G89622
MV0590,Habia_rubica,Cardinalidae,Male,2013,7,JJA,87,generic,10.5,33,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,,F25319
MG0124,Habia_rubica,Cardinalidae,Female,2016,4,MAM,81.5,right,,33.2,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.656101,-25.279147,270,no,F65605
GM0713,Habia_rubica,Cardinalidae,Female,2017,5,MAM,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,G  130237
GM0101,Habia_rubica,Cardinalidae,Male,2015,7,JJA,,,,36,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,H  96141
CB0494,Habia_rubica,Cardinalidae,Female,2005,8,JJA,,,,31.5,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17162
CB0252,Habia_rubica,Cardinalidae,Female,2005,7,JJA,,,,35,C.Banks-Leite,Tapirai,,-47.480162,-23.913781,912,,G53016
VC1791,Habia_rubica,Cardinalidae,Female,2010,10,SON,89,right,,,V.Cavarzere,São José dos Campos,Fazenda Montes Claros,-46.016667,-23.033333,795,no,F27368
GM0372,Habia_rubica,Cardinalidae,Female,2016,4,MAM,87,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,F  59211
MV0402,Habia_rubica,Cardinalidae,Female,2012,8,JJA,79,generic,,28,M.Vallejos,Telúmaco Borba,,-50.6967,-24.1431,610,Yes,E99347
AR0511,Habia_rubica,Cardinalidae,Female,2001,5,MAM,,,,15,A.Ross,Florianópolis,Lagoa do Peri,-48.52396,-27.71722,63,Yes,G 42675
AI0096,Habia_rubica,Cardinalidae,Female,2009,4,MAM,86,right,8.52,,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,67572
PN0477,Habia_rubica,Cardinalidae,Female,2017,12,DJF,87,generic,9.5,20,P.Affonso-Neto,Cabrália Paulista,Mata Nova América,-49.398056,-22.530694,610,no,G126333
VC1261,Habia_rubica,Cardinalidae,Male,2010,5,MAM,94,right,,35.5,V.Cavarzere,Bofete,Fazenda Entre Rios,-48.433333,-23.266667,611,Yes,G88093
JN0041,Habia_rubica,Cardinalidae,Female,2013,5,MAM,87,generic,,34,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108961
JN0048,Habia_rubica,Cardinalidae,Male,2013,5,MAM,97,generic,,35.5,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,D108971
JO0003,Habia_rubica,Cardinalidae,Male,2014,5,MAM,93,right,,36,J.Silva,Sooretama,Reserva Biológica de Sooretama,-40.114444,-19.015,76,no,G 120803
JN0161,Habia_rubica,Cardinalidae,Female,2013,11,SON,91,generic,,34,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108997
EC5045,Habia_rubica,Cardinalidae,Male,2011,9,SON,91.7,right,,34,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,no,F 13078
AR0664,Habia_rubica,Cardinalidae,Female,2001,8,JJA,86.4,right,10.2,34,A.Ross,Florianópolis,UCAD  Trilha azul,-48.512518,-27.531353,228,no,G 46917
JN0248,Habia_rubica,Cardinalidae,Female,2013,11,SON,90,generic,,33,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108902
CB0043,Habia_rubica,Cardinalidae,Male,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,G34057
PA1401,Habia_rubica,Cardinalidae,Male,2006,8,JJA,100,right,,35.5,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,G66203
EH0566,Habia_rubica,Cardinalidae,Female,2000,9,SON,,,10.5,36,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34357
AR0398,Habia_rubica,Cardinalidae,Female,2001,2,DJF,85.4,right,11.6,45,A.Ross,Florianópolis,Lagoa do Peri,-48.52396,-27.71722,63,Yes,G 42675
VC2214,Habia_rubica,Cardinalidae,Female,2013,9,SON,90,right,,32.5,V.Cavarzere,Pilar do Sul,Fazenda João XXIII,-47.7,-23.883333,905,no,F47118
GM0257,Habia_rubica,Cardinalidae,Female,2015,12,DJF,82.5,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,
AB0039,Habia_rubica,Cardinalidae,Male,2006,5,MAM,99,right,7.35,33,A.Bispo,São Pedro do Ivai,Fazenda Santa Vitória,-51.94695,-23.866923,316,no,G62406
EH1084,Habia_rubica,Cardinalidae,Male,2000,7,JJA,,,,37,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34341
MA0814,Habia_rubica,Cardinalidae,Male,2005,5,MAM,98,right,,45,M.Alves,Barra do Piraí,Parque Estadual da Serra da Concórdia,-43.787333,-22.370933,910,no,G20428
AR0541,Habia_rubica,Cardinalidae,Female,2001,5,MAM,86.2,right,9.4,35,A.Ross,Florianópolis,UCAD  Trilha azul,-48.512518,-27.531353,228,no,G 46917
MA0819,Habia_rubica,Cardinalidae,Male,2006,10,SON,98,right,8.3,36,M.Alves,Cachoeiras de Macacu,Parque Estadual Três Picos,-42.575483,-22.417983,1106,no,G53760
CC0049,Habia_rubica,Cardinalidae,Male,2005,12,DJF,95.1,generic,,,C.Candia-Gallardo,Cubatão,Sem Fim,-46.400954,-23.843052,145,no,G27909
GM0094,Habia_rubica,Cardinalidae,Male,2015,7,JJA,,,,31,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,G  102818
EC5598,Habia_rubica,Cardinalidae,Male,2013,6,JJA,95,right,,34,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,no,G 117002
PC0020,Habia_rubica,Cardinalidae,Male,2012,6,JJA,91,right,8.1,33,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G56322
AB0077,Habia_rubica,Cardinalidae,Male,2006,6,JJA,97,right,7.2,35,A.Bispo,São Pedro do Ivai,Fazenda Santa Vitória,-51.94695,-23.866923,316,no,G62416
AR0691,Habia_rubica,Cardinalidae,Male,2001,9,SON,94.2,right,10.2,35,A.Ross,Santo Amaro da Imperatriz,Hotel Plaza Caldas da Imperatirz  PEST,-48.810668,-27.73223,233,no,G 46936
CB0229,Habia_rubica,Cardinalidae,Male,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.480162,-23.913781,912,,G34070
GM0515,Habia_rubica,Cardinalidae,Male,2016,8,JJA,100,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,G  130251
GM0090,Habia_rubica,Cardinalidae,Female,2015,7,JJA,,,,33,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,
EH1080,Habia_rubica,Cardinalidae,Male,2000,6,JJA,,,10,33,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34350
CB1099,Habia_rubica,Cardinalidae,Female,2006,3,MAM,,,,35,C.Banks-Leite,Piedade,,-47.436016,-23.880844,914,,G53025
PC0043,Habia_rubica,Cardinalidae,Male,2012,6,JJA,95,right,13.8,39,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G56325
JZ0050,Habia_rubica,Cardinalidae,Male,2017,3,MAM,88,generic,,41.5,J.Zocche,Criciúma,Proximidades do OIKOS,-49.412429,-28.713794,119,no,G108918
CB0045,Habia_rubica,Cardinalidae,Female,2005,7,JJA,,,,,C.Banks-Leite,Tapirai,,-47.410015,-23.951935,665,,
NM0061,Habia_rubica,Cardinalidae,Female,2013,10,SON,91,generic,,54,N.Paes;A.Macarrao,Juquitiba,Fundacao Lymington,-47.012778,-23.964444,891,no,G40087
AB0074,Habia_rubica,Cardinalidae,Male,2006,6,JJA,99,right,7.3,34,A.Bispo,São Pedro do Ivai,Fazenda Santa Vitória,-51.94695,-23.866923,316,no,G62415
CB2502,Habia_rubica,Cardinalidae,Female,2007,1,DJF,,,,34.5,C.Banks-Leite,Tapirai,,-47.405913,-23.96164,665,,G68533
MA0816,Habia_rubica,Cardinalidae,Male,2005,8,JJA,95,right,8.1,25.5,M.Alves,Mangaratiba,Reserva Ecológica do Rio das Pedras,-44.120167,-22.990433,497,no,G20440
MA0817,Habia_rubica,Cardinalidae,Male,2005,8,JJA,97,right,8.5,40,M.Alves,Mangaratiba,Reserva Ecológica do Rio das Pedras,-44.120167,-22.990433,497,no,G20443
JN0188,Habia_rubica,Cardinalidae,Male,2013,11,SON,98,generic,,35,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108995
EC0839,Habia_rubica,Cardinalidae,Male,2001,10,SON,92.9,right,,39,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,G 33346
GM0799,Habia_rubica,Cardinalidae,Female,2017,8,JJA,,,,34,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,AL 31
PR0396,Habia_rubica,Cardinalidae,Female,2004,10,SON,86,generic,11,39,A.Piratelli,Teresópolis,Parque Nacional Serra dos Orgaos,-42.98,-22.41,1007,no,G26348
GB0150,Habia_rubica,Cardinalidae,Female,2015,1,DJF,87,generic,,34,G.Benedicto,Cubatão,CR1  MRS,-46.369417,-23.842417,187,no,
AR0446,Habia_rubica,Cardinalidae,Female,2001,3,MAM,88.5,right,11.3,36,A.Ross,Santo Amaro da Imperatriz,Hotel Plaza Caldas da Imperatirz  PEST,-48.810668,-27.73223,233,Yes,G 42695
MG0133,Habia_rubica,Cardinalidae,Male,2017,4,MAM,92,right,,35.4,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,Yes,G132518
CB0704,Habia_rubica,Cardinalidae,Female,2006,2,DJF,,,,36,C.Banks-Leite,Tapirai,,-47.377344,-23.957743,637,,F17122
EC1888,Habia_rubica,Cardinalidae,Female,2003,9,SON,85,right,,38,E.Carrano,Paranaguá,Parque Estadual do Palmito,-48.541493,-25.587558,57,no,G 52445
JN0042,Habia_rubica,Cardinalidae,Male,2013,5,MAM,90,generic,,34,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108962
GM0504,Habia_rubica,Cardinalidae,Female,2016,8,JJA,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,G  130208
PA1387,Habia_rubica,Cardinalidae,Female,2006,8,JJA,87,right,,32,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,G66173
PA1386,Habia_rubica,Cardinalidae,Male,2006,8,JJA,97,right,,33,P.Antas,Pilar do Sul,Fazenda Vitoria,-47.684,-23.915,907,no,G66172
AR0801,Habia_rubica,Cardinalidae,Male,2001,12,DJF,91.1,right,10.7,39,A.Ross,Santo Amaro da Imperatriz,Hotel Plaza Caldas da Imperatirz  PEST,-48.810668,-27.73223,233,no,G 46959
GM0067,Habia_rubica,Cardinalidae,Female,2015,7,JJA,,,,23,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,
PC0425,Habia_rubica,Cardinalidae,Male,2012,12,DJF,96,right,10.65,39,A.Piratelli,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.949986,-24.16386,489,no,G56325
EH0459,Habia_rubica,Cardinalidae,Male,1999,7,JJA,,,,39.5,E.Hasui,Eldorado,Parque Estadual Intervales Barra Grande,-48.364722,-24.304722,915,,G34310
PS0090,Habia_rubica,Cardinalidae,Female,2011,11,SON,80,generic,,30,P.Serafini,Florianópolis,Esec Carijos,-48.498056,-27.475556,35,,G89630
EC5568,Habia_rubica,Cardinalidae,Male,2012,10,SON,90.3,right,,33,E.Carrano,Foz do Iguaçu,Entorno Parque Nacional Iguaçu,-54.487792,-25.619635,181,Yes,G 75948
CC0063,Habia_rubica,Cardinalidae,Male,2006,5,MAM,98,generic,,,C.Candia-Gallardo,Cubatão,Sem Fim,-46.400954,-23.843052,145,no,G27922
MA0810,Habia_rubica,Cardinalidae,Male,2004,11,SON,95,right,7.7,37,M.Alves,Cachoeiras de Macacu,Reserva Particular do Patrimônio Natural Reserva Ecológica de Guapiaçu REGUA,-42.737667,-22.4084,226,no,G52560
GM0312,Habia_rubica,Cardinalidae,Female,2015,12,DJF,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,
PN0493,Habia_rubica,Cardinalidae,Male,2016,11,SON,96,generic,9.8,35,P.Affonso-Neto,Lençóis Paulista,Mata Pereira,-49.076722,-22.775,611,no,F21455
NM0052,Habia_rubica,Cardinalidae,Male,2013,10,SON,94,generic,,62,N.Paes;A.Macarrao,Juquitiba,Fundacao Lymington,-47.0125,-23.963889,891,no,G40085
GM0140,Habia_rubica,Cardinalidae,Female,2015,8,JJA,85,generic,,,G.Menezes,Miracatu,Serra do Cafezal,-47.245302,-24.06865,533,no,G  130225
MG0122,Habia_rubica,Cardinalidae,Male,2016,10,SON,90.5,right,,37,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.658873,-25.291068,290,no,F65601
EH0567,Habia_rubica,Cardinalidae,Female,2000,12,DJF,,,,32,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34385
EH0561,Habia_rubica,Cardinalidae,Female,2000,6,JJA,,,,33.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34340
CB0493,Habia_rubica,Cardinalidae,Male,2005,8,JJA,,,,34,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17160
MG0134,Habia_rubica,Cardinalidae,Female,2017,4,MAM,84.6,right,,33.5,L.Manica;A.Guaraldo,Antonina,Reserva Natural Guaricica SPVS,-48.673631,-25.304749,290,no,G132519
CB0485,Habia_rubica,Cardinalidae,Female,2005,8,JJA,,,,34,C.Banks-Leite,Piedade,,-47.446516,-23.833638,990,,F17132
PR0015,Habia_rubica,Cardinalidae,Female,2001,9,SON,81,left,10.6,23,A.Piratelli,Miguel Pereira,Fazenda Igapira,-42.38333,-22.5,120,no,G 33059
CB0090,Habia_rubica,Cardinalidae,Male,2005,7,JJA,,,,36.5,C.Banks-Leite,Tapirai,,-47.405913,-23.96164,665,,G34062
MF0493,Habia_rubica,Cardinalidae,Male,1999,8,JJA,96,right,,33,M.Francisco,São Carlos,Fazenda Canchin EMBRAPA São Carlos,-47.841667,-21.971667,768,,G37417
EH0563,Habia_rubica,Cardinalidae,Female,2000,6,JJA,,,10.4,31.5,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34357
KF0379,Habia_rubica,Cardinalidae,Male,2011,11,SON,,,,35.5,K.Ferraz,Piracicaba,C2n (see Alexandrino et al. 2016),-47.67257,-22.5756,544,,G95603
EH1083,Habia_rubica,Cardinalidae,Male,2000,6,JJA,,,9.4,39,E.Hasui,Iporanga,Parque Estadual Intervales Carmo,-48.416666,-24.316666,910,,G34355
PA1255,Habia_rubica,Cardinalidae,Male,2006,8,JJA,,,,36,P.Antas,Biritiba,faz Capanhao,-45.982,-23.633,915,no,G64807
PS0236,Habia_rubica,Cardinalidae,Female,2011,8,JJA,85,generic,,34,P.Serafini,Florianópolis,Esec Carijos,-48.498056,-27.475556,35,,G89626
AI0199,Habia_rubica,Cardinalidae,Male,2007,8,JJA,86,right,7.98,35,A.Bispo,Matão,Fragmento G9,-48.054843,-20.091019,569,,C45
MA0813,Habia_rubica,Cardinalidae,Male,2005,5,MAM,99,right,,39,M.Alves,Barra do Piraí,Parque Estadual da Serra da Concórdia,-43.787333,-22.370933,910,no,G20427
ML0083,Habia_rubica,Cardinalidae,Female,2015,10,SON,90,right,,35,M.Lima,Londrina,Parque Estadual Mata dos Godoy,-51.2525,-23.4425,611,no,F46565
MV0167,Habia_rubica,Cardinalidae,Female,2010,12,DJF,82,generic,10.3,33,M.Vallejos,Telúmaco Borba,,-50.6973,-24.1445,610,,E147550
KF0387,Habia_rubica,Cardinalidae,Male,2012,6,JJA,,,,34,K.Ferraz,Corumbataí,P2v (see Alexandrino et al. 2016),-47.60982,-22.292,614,,G95695
GM0222,Habia_rubica,Cardinalidae,Male,2015,8,JJA,93,generic,,36.5,G.Menezes,Miracatu,Serra do Cafezal,-47.198404,-24.045634,593,no,H  96141
JN0241,Habia_rubica,Cardinalidae,Female,2013,11,SON,85,generic,,35,J.Zocche,Nova Veneza,Cubico  Vila Maria proximidades da REBIO do Aguaí,-49.671408,-28.649798,645,no,G108993
GM0195,Habia_rubica,Cardinalidae,Male,2015,9,SON,,,,,G.Menezes,Miracatu,Serra do Cafezal,-47.253177,-24.086093,507,no,G  130222
